time,open,high,low,close,EMA12,EMA26,Volume,Volume MA,Histogram,MACD,Signal
1611964800,34266.3,34902,32865.2,34296.5,33092.98116922134,33486.8967970393,5251.37596528,11356.018161433996,-435.6310530435733,393.915627817958,829.5466808615313
1612051200,34297.4,34373.2,32200,33122,33095.13071224198,33430.75882826402,4625.29985591,10278.909268650996,-395.13485187159404,335.62811602203874,730.7629678936328
1612137600,33121.8,34700,32325.3,33533.9,33127.6321409648,33446.62670083879,5477.65375934,9869.189552103497,-329.4147264157167,318.9945598739869,648.4092862897036
1612224000,33534.1,36000,33462.1,35500,33303.363093485925,33762.53028532513,6823.84641944,9558.365840023996,-151.3936755604011,459.16719183920213,610.5608673996032
1612310400,35500,37676,35394.8,37670.9,33626.8843458203,34363.817933736646,7012.07882423,9387.881966374496,101.098176413396,736.9335879163482,635.8354115029522
1612396800,37676,38735.1,36202,36979,33875.18920909287,34766.1536362387,7172.17139342,9073.374007259996,204.1032125143031,890.964427145831,686.8612146315279
1612483200,36975.8,38340,36582.9,38296.7,34202.70852693784,35309.3146152789,4809.54280306,8872.513941224495,335.7958989676265,1106.606088341061,770.8101893734345
1612569600,38311.7,40986,38221.4,39257,34577.1004879054,35916.650828312915,9126.76729633,8877.957492498495,454.9921208272632,1339.5503404075134,884.5582195802502
1612656000,39257,39704.4,37410.5,38874.9,34895.456007319815,36371.76608549555,5135.54003709,8762.994137616493,473.40148687638475,1476.3100781757312,1002.9085912993464
1612742400,38867.1,46727.2,38075,46425.8,35749.55556233316,37918.54053388085,13645.82438631,9130.709116158994,932.8611041986737,2168.9849715476885,1236.1238673490147
1612828800,46425.7,48222,45050,46502.8,36546.092187345515,39239.19583636072,10569.26592496,9201.152278489993,1165.5838253329512,2693.1036490152037,1527.5198236822525
1612915200,46504.5,47340,43734.8,44847.5,37161.01128457918,40102.01186153599,6451.55893098,8549.186311813994,1130.784602619645,2941.000576956809,1810.2159743371637
1613001600,44839.5,48703.6,44046.2,47962.8,37961.14378201776,41311.363882838144,7958.57095807,8187.175976616994,1232.0033011865767,3350.2201008203847,2118.216799633808
1613088000,47979.9,48925,46263,47470.4,38665.53313149793,42258.90790086304,5329.28801848,8148.684679533993,1180.126375785047,3593.3747693651167,2413.2483935800697
1613174400,47438.2,48224.1,46285,47199.9,39297.70845509067,43019.0605314995,2631.80889729,8038.861722133994,1046.4829462630037,3721.3520764088244,2674.8691301458207
1613260800,47199.9,49700,47038.7,48649.7,39990.4485695284,43885.31275742265,3553.11213783,7760.238363252494,975.9960461987439,3894.864187894251,2918.868141695507
1613347200,48655.4,49043.3,45710.5,47937.1,40579.08941623,44508.66464089609,5337.99924266,7584.486132694494,808.5656663764626,3929.575224666085,3121.0095582896224
1613433600,47937.1,50599.9,47040.1,49218.7,41219.06057058334,45233.285465373614,6164.84310657,7333.873923998995,714.5722692005238,4014.224894790277,3299.6526255897534
1613520000,49185.6,52779.6,48967.4,52130,42027.27830609568,46294.31847070075,7315.05472229,7258.802270518996,773.9100312122564,4267.040164605074,3493.1301333928177
1613606400,52130,52555.1,50904.2,51600.9,42736.43546860711,47110.71562905448,4118.2056143,6425.490414691995,704.9200216436429,4374.280160447372,3669.3601388037287
1613692800,51590.5,56349.9,50683.4,55926.9,43713.50691537695,48467.05168612302,7713.05266355,6548.5742496054945,867.3477055538729,4753.54477074607,3886.197065192197
1613779200,55926.5,57500,53961.9,55938.7,44619.076773497174,49616.5360421041,5846.24681261,6609.621597440496,889.0097627317809,4997.459268606923,4108.449505875142
1613865600,55931.5,58339,55490.5,57478.3,45571.6118273122,50826.038189472696,3727.83573597,6522.1306962719955,916.7814850282857,5254.426362160499,4337.644877132213
1613952000,57475.9,57567.6,45002,54154.8,46207.40354380759,51338.15539109228,8995.88323567,6630.732537083497,634.4855761219842,5130.751847284693,4496.266271162709
1614038400,54128,54200,45000,48899.8,46406.84031834036,50963.0237924627,15286.70077677,7044.463634710497,47.93376236770746,4556.183474122343,4508.249711754635
1614124800,48899.6,51442.5,47015.7,49727.7,46652.82992438922,50772.97397823767,8106.98063383,7091.204096730998,-310.4845263249463,4120.144053848453,4430.628580173399
1614211200,49726.1,52071.9,46702,47061.5,46683.10178184187,50201.97798158572,7523.45749188,7226.899831171997,-729.4019043436401,3518.8761997438487,4248.278104087489
1614297600,47072.1,48449,44120.3,46314.5,46655.797946149876,49603.904445957145,10050.93808767,7273.108370738996,-1040.137283424176,2948.106499807269,3988.243783231445
1614384000,46307.2,48350,45022.9,46170.2,46619.82772791655,49075.6422235022,4235.54896417,7228.108817092997,-1225.9434301166375,2455.814495585648,3681.7579257022853
1614470400,46163.9,46706.2,43020,45245.4,46518.018266589395,48486.37418911725,6816.1859912,6886.626897337497,-1370.7216025395473,1968.3559225278514,3339.0775250673987
1614556800,45234.7,49818.1,45046.8,49620.7,46747.84654313833,48660.88585232998,7070.92019864,6711.709611021497,-1140.8305727006,1913.0393091916485,3053.8698818922485
1614643200,49615.3,50225.8,47050.2,48486.2,46876.613465868824,48634.01110581768,5796.81965376,6678.972647160497,-1037.1777935547166,1757.3976399488529,2794.5754335035695
1614729600,48495.9,52600,48160,50400,47137.605060989656,48905.70170492265,6708.18840891,6616.453519702496,-821.183031656461,1768.0966439329932,2589.279675589454
1614816000,50400,51820.4,47500,48330,47225.930612027456,48817.13221185763,7216.78759437,6710.828498496996,-798.4624606074258,1591.2015998301722,2389.664060437598
1614902400,48330,49539.3,46312,48734.7,47337.691307432826,48804.4503331103,7479.75867485,6953.225987374995,-738.3240278081016,1466.759025677471,2205.0830534855727
1614988800,48767.4,49232.2,47111.9,48899.9,47453.41046984521,48819.134897247175,3104.70756826,6930.805758896495,-671.4869008668834,1365.7244274019686,2037.211328268852
1615075200,48906,51470.2,48905.9,50962.3,47713.32821281964,49148.852605363,4519.00601948,6889.856097737495,-481.34954858039305,1435.5243925433606,1916.8739411237536
1615161600,50971.3,52432.9,49368,52375,48058.63723409225,49645.18297376869,4669.92258546,6815.110071681995,-264.2625611578512,1586.5457396764396,1850.8083008342908
1615248000,52383,54929,51875,54929,48567.55299452986,50458.0779008812,5880.25345094,6743.370008114494,31.77328441363943,1890.5249063513402,1858.7516219377007
1615334400,54922.7,57378,53051,55851,49107.06758752765,51287.75822382256,8091.71494883,6942.045474840995,257.5512114857661,2180.6906362949085,1923.1394248091424
1615420800,55859.9,58150.1,54286.3,57809.9,49751.72184030338,52291.16465092678,6091.59480918,6860.972582122495,493.0427086514096,2539.4428106234045,2046.400101971995
1615507200,57807,58069.5,55040.2,57234,50305.96466694757,53051.60085847651,4971.61542626,6817.241012804993,559.3888716455544,2745.636191528938,2186.2473198833836
1615593600,57238.9,61724.6,56073.2,61174.9,51111.07098791442,54301.33918794166,7245.63678712,6993.131065362492,803.2167041150851,3190.26820002724,2387.0514959121547
1615680000,61174.9,61639.2,59001,59001.1,51695.51758140224,55024.37931287371,3394.47205511,6713.060506334492,753.448188447454,3328.861731471472,2575.413543024018
1615766400,59001,60580,54593.8,55600,51984.738501298365,55112.93634166237,6711.98003023,6284.324469007492,442.2274378719876,3128.1978403640023,2685.9704024920147
1615852800,55627.6,56891.1,52500,56891.1,52348.17268638738,55386.49998140662,6381.12428361,6198.0316514964925,281.88551402178064,3038.3272950192404,2756.44178099746
1615939200,56891.1,58951,53752,58933,52835.937672580905,55932.11536888252,6490.94833867,6146.406193835992,271.7887322433253,3096.1776963016164,2824.388964058291
1616025600,58940.5,60000,57007,57640.9,53191.86080794528,56195.00531213136,5831.63114912,5935.440846908492,143.0044321022301,3003.144504186079,2860.1400720838487
1616112000,57640,59461.5,56243.1,58101.8,53555.56000735674,56488.35834103423,3859.35865644,5916.631331521992,58.1266092749147,2932.7983336774923,2874.6717244025776
1616198400,58085,59880,57545.2,58091.6,53891.56296977476,56735.01090395204,3369.76250794,5744.310157358993,-24.979032180236572,2843.447934177282,2868.4269663575187
1616284800,58080.5,58835.6,55536.5,57378.4,54149.84719423589,56833.993841805575,3889.19115123,5585.2237049884925,-147.42425503026516,2684.146647569687,2831.570902599952
1616371200,57368.8,58403.2,53775,54095.1,54145.79184651471,56412.62555845087,6153.51294203,5603.058369401992,-451.7897525310336,2266.8337119361604,2718.623464467194
1616457600,54098.2,55814.9,53011,54351.3,54161.0146726988,56095.498549458425,5011.343934,5518.216145656492,-627.311670166057,1934.483876759623,2561.79554692568
1616544000,54341.2,57200,51641.8,52293.8,54022.70247472111,55510.62184954174,7897.28001289,5552.240766582492,-859.1009376840393,1487.9193748206308,2347.02031250467
1616630400,52280.4,53219.9,50436.3,51314.9,53822.12451363066,54865.12618038147,6418.72821219,5499.189243449492,-1043.214916603088,1043.0016667508098,2086.216583353898
1616716800,51318.2,55107,51239.1,55062.2,53913.98195706543,54895.44522955355,4953.42329206,5591.625029639492,-883.8026486926199,981.463272488123,1865.265921180743
1616803200,55062.1,56668,54000,55852.4,54057.56847876429,55042.66904039147,3968.91582671,5564.120520000992,-704.1322876428508,985.1005616271796,1689.2328492700303
1616889600,55852.5,56550,54690.9,55782,54185.304147003975,55156.41226494663,3562.54681255,5508.751731355493,-574.4997850619006,971.1081179426546,1545.6079030045553
1616976000,55782.3,58619.7,54919,57624.2,54440.03717315183,55536.0719164933,5874.05182831,5508.441650223993,-359.65852773046686,1096.0347433414718,1455.6932710719386
1617062400,57627.5,59380,57055,58781,54761.58997514058,56035.29162164818,3928.58550804,5300.285178184493,-145.5932996514698,1273.7016465076013,1419.294946159071
1617148800,58781.1,59800,56813.8,58786.2,55059.70923624128,56458.50829524077,5432.42869541,5267.326872495993,-16.396709727666575,1398.799058999488,1415.1957687271545
1617235200,58780.4,59474.6,57917.1,58732.9,55331.79744096415,56808.414711357575,2445.66223046,5141.029212705993,49.137201333018766,1476.617270393428,1427.4800690604093
1617321600,58732.9,60025,58500,59020.7,55605.04948237421,57148.76629422564,4198.7419956,4988.684473129992,92.9893942328174,1543.716811851431,1450.7274176186136
1617408000,59020.7,59867.1,56955,57099,55715.712483679825,57141.10994126785,3552.82088064,4996.601914406492,-20.263968024468795,1425.3974575880275,1445.6614256124963
1617494400,57099,58495.6,56468.4,58195,55899.36341081465,57303.24687338049,2188.9765912,4770.451742454992,-33.42237043732348,1403.883462565842,1437.3058330031654
1617580800,58195.1,59278.1,56820,59120,56137.92908408764,57582.74735439888,3422.5214178,4622.521599164493,6.009949846459449,1444.8182703112398,1438.8083204647803
1617667200,59120,59462.8,57377.1,58017.1,56277.12692971078,57649.57083833752,2633.69312326,4429.6588383939925,-53.091529470434125,1372.4439086267375,1425.5354380971717
1617753600,58017.2,58652.1,55460,55928.5,56251.302712695164,57384.79070936251,5043.15330295,4390.234946085492,-233.6379531438597,1133.487996667347,1367.1259498112067
1617840000,55936.6,58159.1,55728,58036.9,56383.56917842145,57485.11521561443,2512.98708662,4322.916367594492,-212.4639300945812,1101.5460371929803,1314.0099672875615
1617926400,58037,58890.4,57538.3,58110,56511.452942982825,57581.25133628913,3098.45153987,4309.350819190991,-195.36925918500287,1069.7983933063078,1265.1676524913107
1618012800,58110,61207,57882,59775.6,56753.24161387299,57918.8434383985,5891.74647812,4409.478585535491,-79.65266237263995,1165.601824525511,1245.2544868981508
1618099200,59760.9,60652.6,59178.7,59956,56990.48297580832,58232.252140183344,2615.67300487,4232.586588677491,-2.788258018502802,1241.7691643750222,1244.557422393525
1618185600,59967.9,61200,59420,59823.7,57200.350903526225,58477.09027246283,3519.19528987,4157.97915647099,25.74555723446565,1276.7393689366072,1250.9938117021416
1618272000,59823.7,63882.5,59781.2,63587.2,57673.45083659836,59263.26099977624,6335.07056179,4079.8686839159905,271.0530811805943,1589.8101631778845,1318.7570819972902
1618358400,63581,64900,61315,62969,58065.71373759107,59833.374692118356,6019.81776003,4059.92316130799,359.12309802399795,1767.6609545272877,1408.5378565032897
1618444800,62963,63830,62050,63243,58449.216423695434,60357.932431792455,2859.75955315,3955.2399743624896,400.1425212749848,1908.7160080970207,1508.5734868220359
1618531200,63243.1,63593.1,60100,61455,58671.86705897725,60526.71205767054,5826.91034158,4048.13970010599,277.0172094970035,1854.84499869329,1577.8277891962866
1618617600,61455.1,62636.4,59702.4,60085.2,58776.5583879419,60458.787125721225,3141.81775841,4027.10324739899,83.52075886643115,1682.2287377793255,1598.7079789128943
1618704000,60085.2,60403.2,51017.1,56239.8,58588.650359205465,59809.712183302574,12577.43028465,4362.272170215991,-302.11692385262836,1221.061824097109,1523.1787479497373
1618790400,56227.5,57594.7,54228.9,55720,58376.15774000506,59180.525693563715,6648.64952388,4498.2753710079905,-575.0486355128648,804.3679535586562,1379.416589071521
1618876800,55720,57110.4,53388.3,56500,58237.183092597275,58768.13712532314,7803.21648333,4616.8147604039905,-678.7700450765244,530.9540327258655,1209.72407780239
1618963200,56500,56805.5,53600,53815.2,57909.62878944192,58006.146798350346,4784.93563962,4733.77843086199,-890.5648551151726,96.51800890842424,987.0828640235968
1619049600,53815.3,55459.4,50500,51730,57451.87850874252,57040.58575245029,10121.26324868,5029.904493515991,-1118.700496252659,-411.29275629222684,707.4077399604321
1619136000,51709.3,52124.4,47549.3,51178.7,56987.198619206036,56138.75717515025,11159.24338019,5410.22561849349,-1244.6793472129764,-848.4414440557885,396.23790315718793
1619222400,51178.6,51200,48746.4,50093.4,56476.54686963522,55208.702225127134,4039.45909297,5502.749743581991,-1331.266038132218,-1267.8446445080845,63.42139362413343
1619308800,50085.7,50580.4,47000,49106.5,55930.61747188446,54269.90188279988,5239.28585713,5593.587965548491,-1379.3095861669726,-1660.7155890845825,-281.4060029176098
1619395200,49112.6,54419.5,48828.6,54051.9,55791.453214707835,54236.3631315999,6729.25517904,5798.366068337491,-1018.9472641522597,-1555.0900831079343,-536.1428189556747
1619481600,54056.1,55500,53333.4,55078.7,55738.656680285036,54365.95341904607,3213.82542637,5706.8996745084905,-669.2483538266335,-1372.7032612389667,-703.4549074123331
1619568000,55077.4,56500,53868.4,54899.3,55676.48211137504,54448.00673919283,3678.87523673,5765.194082013991,-420.01637181589774,-1228.4753721822053,-808.4590003663076
1619654400,54886.1,55246.3,52390.2,53579.6,55521.157510532445,54314.40570239393,4527.77869891,5836.66043996599,-318.6342462177646,-1206.7518081385133,-888.1175619207487
1619740800,53579.7,57987.8,53071.6,57780,55688.47917641893,54847.57405587179,4816.82419072,5782.914325595991,37.7699530988865,-840.9051205471405,-878.675073646027
1619827200,57780.3,58525.5,57070,57859.2,55849.273311499004,55310.901124199205,2687.71981591,5786.516666147991,272.2423090769821,-538.3721872997994,-810.6144963767815
1619913600,57859,57959.5,56101,56618.5,55906.25306620278,55512.070182014715,2371.70518092,5729.14216070049,333.1452897509746,-394.1828841880633,-727.3281739390379
1620000000,56618.6,58981.4,56505,57193.5,56001.6046909285,55770.75169247399,3958.84291602,5610.330778411992,397.1801403876228,-230.85299845450936,-628.0331388421322
1620086400,57193.4,57214.4,53100.1,53239.4,55796.99693604491,55381.312970554915,5831.51364404,5600.915572612491,169.879338681709,-415.6839654899959,-585.5633041717049
1620172800,53201.1,57999.8,53000,57497.1,55922.93049633788,55706.81866739262,4971.78615975,5706.5169029424915,295.5611801811525,-216.11182894526428,-511.6730091264168
1620259200,57494.2,58420.2,55309,56421.1,55959.83194105359,55816.70810317837,3812.08482815,5605.77562727099,294.8393370009541,-143.12383787522413,-437.96317487617824
1620345600,56421,58700,55320,57383,56065.25179727184,56057.676087304775,4489.18454913,5673.143966806991,344.3099719272895,-7.575709967066359,-351.88568189435586
1620432000,57388,59521.4,57000,58953.8,56279.21833080726,56503.23361233481,4318.90529825,5260.217717486991,460.7207707375193,224.01528152754327,-236.705489209976
1620518400,58951.5,59264,56326,58293.1,56428.394750747466,56778.59767197561,4279.90854407,5141.780668496491,469.5267283504939,350.20292122814135,-119.32380712235253
1620604800,58320.5,59598.8,53470,55888.1,56388.37291735876,56641.59803013321,6558.94900359,5079.56729450949,298.0391359174386,253.22511277444573,-44.81402314299288
1620691200,55887.6,56949.9,54538.5,56747.5,56414.97492348034,56657.890640881946,3816.34383723,5031.13770438999,230.18379243568012,242.91571740160725,12.73192496592715
1620777600,56754.7,57983.6,48605,49502.7,55902.95455877809,55557.09208074626,8462.39814196,4948.194449053991,-286.87552239820394,-345.8624780318278,-58.986955633623836
1620864000,49502.7,51412.4,45000,49675.2,55441.63940627601,54652.1856067853,13342.39852271,5057.35220617999,-584.3734750856671,-789.4537994907078,-205.0803244050406
1620950400,49675.2,51540,48886,49899,55031.07352432964,53920.926282664484,5356.82052671,5123.220277866991,-724.0535338080892,-1110.1472416651523,-386.09370785706295
1621036800,49899,50827.3,46600,46771.1,54419.223633638554,52820.95300840841,5671.80945969,5144.8464579949905,-969.7415338984642,-1598.2706252301432,-628.529091331679
1621123200,46761,49828.8,43824.3,46482.4,53831.31077188755,51845.79100711481,8208.34279043,5218.800838564491,-1085.592538752849,-1985.51976477274,-899.9272260198911
1621209600,46474.7,46648.5,42111.2,43551.8,53069.86552952551,50569.79239063561,11237.71585193,5619.995359842491,-1280.1167302960073,-2500.0731388899003,-1219.956408593893
1621296000,43551.9,45823.4,42297.9,42895.2,52316.186601412504,49389.08586899936,7804.85576005,5826.294386008491,-1365.7154590553996,-2927.1007324131424,-1561.3852733577428
1621382400,42898.4,43562,29800,36742.3,51162.56537167825,47443.42650453792,31855.98081823,7192.70449197449,-1726.2028750260663,-3719.1388671403256,-1992.9359921142593
1621468800,36765.2,42559.8,35000,40614.6,50381.234603405785,46392.83781153209,14118.44902267,7657.785733571989,-1596.3686398075497,-3988.396791873696,-2392.0281520661465
1621555200,40609.6,42270.6,33533.9,37331.7,49414.60241056091,44998.81660975792,16996.84210584,8373.24184806849,-1619.0061189894723,-4415.785800802987,-2796.779681813515
1621641600,37329.1,38841.7,35250.2,37468.3,48529.69112088973,43840.27559287209,9118.92396811,8710.60278742799,-1514.1086769633016,-4689.415528017642,-3175.3068510543403
1621728000,37474.8,38269.7,31078.7,34718.8,47506.66214897197,42436.97165550715,14832.73851506,9254.29756737999,-1515.5069139283833,-5069.690493464819,-3554.183579536436
1621814400,34718.8,39989.9,34420.8,38833.8,46864.227915714786,41882.637554659894,11050.98657417,9515.27121388649,-1141.9254252147648,-4981.590361054892,-3839.6649358401273
1621900800,38843,39841.8,36500,38388.1,46236.3665886248,41345.01639240453,9236.12557708,9728.48818475299,-841.3482083041154,-4891.350196220272,-4050.0019879161564
1621987200,38373.3,40893.6,37828.7,39283.9,45721.36906354148,41027.92156280383,9203.32477178,9998.05018193449,-514.7564102571978,-4693.447500737653,-4178.691090480455
1622073600,39290,40398,37230,38516.4,45187.6676514273,40641.533630064776,5898.0065665,10068.49128280299,-293.95434470565397,-4546.134021362523,-4252.179676656869
1622160000,38537.1,38872,34719,35683.9,44483.68486243268,39878.82076390096,9021.54750598,10303.623393189491,-282.14753749987904,-4604.864098531718,-4322.716561031839
1622246400,35683.8,37300,33652.8,34616.6,43752.78968743767,39069.24833868543,5845.40830971,10381.898381471492,-288.6598301763197,-4683.541348752238,-4394.881518575919
1622332800,34631.9,36491,33423.2,35673.8,43154.34600688673,38546.87167119536,4455.06304471,10276.704083527491,-170.07425369235898,-4607.474335691368,-4437.400081999009
1622419200,35667.9,37512.8,34200,37303.8,42720.972228598825,38355.629875626844,6224.60594186,10397.117188758992,57.64618322162278,-4365.34235297198,-4422.988536193603
1622505600,37273.1,37934.3,35748,36676.3,42273.2187301841,38097.27143322271,5702.86612888,10259.14058810499,197.6329913857744,-4175.947296961385,-4373.58028834716
1622592000,36676.4,38209.2,35929.2,37565.3,41924.48400942972,38015.429674265375,6148.67978991,9899.454651464992,371.6207625462539,-3909.054335164343,-4280.675097710597
1622678400,37565.3,39471,37159.1,39196.6,41722.41852724974,38197.148185916856,5226.12100922,9892.91967559049,604.323805102169,-3525.2703413328854,-4129.594146435054
1622764800,39212.3,39249.8,35576.7,36847.7,41361.328265971984,37989.54077269888,4991.5174428,9858.90507474599,606.2453225295585,-3371.7874932731065,-3978.032815802665
1622851200,36857.6,37935.8,34825.9,35534.6,40929.71876478887,37611.85757689905,5532.75325986,9725.12559821749,528.137302330274,-3317.8611878898228,-3845.9984902200968
1622937600,35532.2,36479.5,35251.1,35789,40548.92478221192,37331.41794968381,3187.54640121,9322.61712568149,502.79332615358953,-3217.50683252811,-3720.3001586816995
1623024000,35783.2,36796.3,33334.3,33587.6,40033.271094640666,36755.44595742477,6165.92045486,9240.670360421991,353.98001717264015,-3277.8251372158993,-3631.8051543885394
1623110400,33578.6,34059.4,31017.4,33420,39543.39916170432,36242.30042551326,10548.3269432,8175.287666670491,264.56513455798404,-3301.0987361910593,-3565.6638707490433
1623196800,33409.7,37500,32420.4,37396.4,39384.36218676326,36419.85420620353,9354.95083487,7937.112757280489,480.92471215144724,-2964.5079805597343,-3445.4326927111815
1623283200,37398.9,38399,35803.7,36678.4,39183.92054329932,36459.630482172215,7724.33788718,7473.487546347489,576.9141052672626,-2724.2900611271034,-3301.204166394366
1623369600,36684.5,37654.3,35952.7,37322.2,39046.01531786974,36592.333484914954,5210.31614303,7278.057155093489,678.017866751667,-2453.6818329547823,-3131.6996997064493
1623456000,37322.2,37449.5,34680,35544.9,38786.673442471976,36431.189871851115,5622.17147845,6817.528803262989,620.9729032684704,-2355.4835706208614,-2976.456473889332
1623542400,35544.9,39409.4,34801,39034.6,38805.03837265923,36831.71450695094,6770.84628744,6603.5217889264895,802.5060865448327,-1973.3238657082911,-2775.829952253124
1623628800,39035.7,41068.9,38734.1,40530.8,38932.87256727707,37400.804582804645,9383.6892931,6610.899974727489,995.0095742245617,-1532.0679844724218,-2527.0775586969835
1623715200,40529.1,41341.8,39461.1,40166.6,39024.2597845158,37826.31157006547,6917.67193047,6496.617332661989,1063.3034753973193,-1197.9482144503345,-2261.251689847654
1623801600,40167.3,40493,38120,38337.1,38973.35905973685,37904.89440544001,6485.36065466,6525.98503706999,954.2296284406507,-1068.4646542968403,-2022.694282737491
1623888000,38337.1,39561.4,37405,38078.2,38907.05098123783,37931.55680460309,5998.8277368,6374.8490486109895,837.7600848822008,-975.4941766347401,-1813.254261516941
1623974400,38078.2,38193.1,35126,35824,38678.67683447947,37607.317296202615,6558.4688904,6410.50207764549,593.5157785920692,-1071.3595382768544,-1664.8753168689236
1624060800,35824,36450,34901,35490.5,38442.51558748099,37281.65309678683,4485.07665571,6412.002758195491,403.21026093980913,-1160.8624906941623,-1564.0727516339714
1624147200,35484.2,36112.2,33370,35595,38231.58850692685,37022.16800497347,6286.3064383,6415.08778301749,283.7217997444759,-1209.4205019533765,-1493.1423016978524
1624233600,35595.7,35750.8,31260,31655.2,37744.44861752486,36196.480619592934,11395.95989903,6699.74247152499,-43.86055698725909,-1547.9679979319262,-1504.1074409446671
1624320000,31620.6,33290,28816.6,32516.2,37357.17094215265,35630.28360119402,16188.93102211,7201.755033134989,-178.22392001116486,-1726.887340958623,-1548.6634209474582
1624406400,32516.5,34879.4,32402.3,33683.3,37085.03235384505,35330.74766254879,6268.26459436,7253.8622123919895,-164.49701627903823,-1754.284691296256,-1589.7876750172177
1624492800,33685.8,35311.2,32333,34666.6,36905.88921652319,35228.571099079745,4814.3243243,7245.0025564669895,-70.02435394098029,-1677.318117443443,-1607.2937635024628
1624579200,34669.6,35509.1,31278.3,31583.7,36511.65297826221,34667.82169922132,6444.51119144,7290.590453045988,-189.230012430741,-1843.831279040889,-1654.601266610148
1624665600,31577.3,32691.1,30179,32277,36197.974979872415,34300.00297626419,5160.37265399,7389.231765684987,-194.696589598459,-1897.9720036082217,-1703.2754140097627
1624752000,32275.9,34700,32025,34675.3,36085.184240622606,34357.740979915856,4214.10806148,7291.641146015987,-19.334277357590054,-1727.4432607067502,-1708.10898334916
1624838400,34700,35288.1,33872.6,34472,35965.6891116876,34375.31929069803,3680.10739483,6948.230168597487,94.19132988767478,-1590.3698209895665,-1684.5611508772413
1624924800,34475.9,36643.2,34268,35903.3,35961.067696007034,34610.39324597526,4467.51532235,6703.858392971488,267.10936067637476,-1350.6744500317727,-1617.7838107081475
1625011200,35876.6,36090.7,34066,35046.2,35893.29971852503,34677.440438902144,5221.02360866,6578.692679045487,321.5396248682107,-1215.859279622884,-1537.3989044910948
1625097600,35070.4,35070.4,32717.2,33532.4,35718.41825789354,34501.280371378736,4018.47695597,6519.100719692488,256.20881438103015,-1217.1378865148072,-1473.3467008958373
1625184000,33513.6,34000,32721.4,33802.9,35576.528016568096,34393.83723732047,2758.0514738,6375.894719459988,232.52473731856844,-1182.6907792476268,-1415.2155165661952
1625270400,33802.8,34930,33348.9,34685.4,35510.51853385935,34438.693046963475,2772.05699173,6175.955254674488,274.71202373625556,-1071.8254868958757,-1346.5375106321312
1625356800,34685.3,35948.9,34381.1,35305,35495.294938758656,34571.971039738324,1575.85747848,5785.563663943488,338.5708892894395,-923.3238990203317,-1261.8947883097712
1625443200,35305.1,35305.1,33080.3,33697.6,35362.13235070246,34437.45241824012,3947.92736985,5637.076435912489,269.7718846779487,-924.6799324623353,-1194.451817140284
